"invoiceID","branch","city","cust_type","gender","type","unit_price","quantity","date","time","payment","cost","gross income","rating"
"442-44-6497","C","Alexandria","Member","Male","Home and lifestyle","55.57","3","1/8/2019","11:42","Credit card","166.71","8.3355","5.9"
"442-48-3607","A","Cairo","Member","Male","Food and beverages","23.48","2","3/14/2019","11:21","Credit card","46.96","2.3480","7.9"
"443-59-0061","A","Cairo","Member","Male","Food and beverages","67.45","10","2/3/2019","11:25","eWallet","674.50","33.7250","4.2"
"443-60-9639","C","Alexandria","Member","Female","Home and lifestyle","60.87","1","1/24/2019","13:24","Cash","60.87","3.0435","5.5"
"443-82-0585","A","Cairo","Member","Female","Health and beauty","77.68","4","2/1/2019","19:54","Cash","310.72","15.5360","8.4"
"445-30-9252","A","Cairo","Normal","Male","Sports and travel","25.70","3","1/17/2019","17:59","eWallet","77.10","3.8550","6.1"
"446-47-6729","C","Alexandria","Normal","Male","Fashion accessories","99.82","2","1/2/2019","18:09","Credit card","199.64","9.9820","6.7"
"447-15-7839","A","Cairo","Member","Female","Sports and travel","22.24","10","2/9/2019","11:00","Cash","222.40","11.1200","4.2"
"448-34-8700","B","Ismailia","Member","Male","Home and lifestyle","36.91","7","2/10/2019","13:51","eWallet","258.37","12.9185","6.7"
"448-61-3783","A","Cairo","Normal","Female","Electronic accessories","90.02","8","3/21/2019","16:08","Credit card","720.16","36.0080","4.5"
"448-81-5016","A","Cairo","Normal","Male","Health and beauty","59.77","2","3/11/2019","12:01","Credit card","119.54","5.9770","5.8"
"449-16-6770","A","Cairo","Normal","Male","Health and beauty","50.79","5","2/19/2019","14:53","Credit card","253.95","12.6975","5.3"
"449-27-2918","B","Ismailia","Member","Female","Sports and travel","39.12","1","3/26/2019","11:02","Credit card","39.12","1.9560","9.6"
"450-28-2866","C","Alexandria","Member","Male","Food and beverages","17.44","5","1/15/2019","19:25","Cash","87.20","4.3600","8.1"
"450-42-3339","C","Alexandria","Normal","Male","Health and beauty","84.61","10","2/9/2019","18:58","Credit card","846.10","42.3050","8.8"
"451-28-5717","C","Alexandria","Member","Female","Home and lifestyle","83.17","6","3/20/2019","11:23","Cash","499.02","24.9510","7.3"
"451-73-2711","C","Alexandria","Normal","Male","Food and beverages","84.83","1","1/14/2019","15:20","eWallet","84.83","4.2415","8.8"
"452-04-8808","B","Ismailia","Normal","Male","Electronic accessories","87.08","7","1/26/2019","15:17","Cash","609.56","30.4780","5.5"
"453-12-7053","C","Alexandria","Normal","Male","Fashion accessories","45.74","3","3/10/2019","17:38","Credit card","137.22","6.8610","6.5"
"453-33-6436","A","Cairo","Normal","Female","Home and lifestyle","93.12","8","2/7/2019","10:09","Cash","744.96","37.2480","6.8"
"453-63-6187","B","Ismailia","Normal","Male","Electronic accessories","27.50","3","3/1/2019","15:40","eWallet","82.50","4.1250","6.5"
"457-12-0244","C","Alexandria","Member","Female","Sports and travel","35.22","6","3/14/2019","13:49","eWallet","211.32","10.5660","6.5"
"457-13-1708","B","Ismailia","Member","Male","Fashion accessories","65.23","10","1/8/2019","19:07","Credit card","652.30","32.6150","5.2"
"457-94-0464","B","Ismailia","Member","Male","Electronic accessories","87.87","9","1/31/2019","20:32","eWallet","790.83","39.5415","5.6"
"458-10-8612","C","Alexandria","Normal","Male","Health and beauty","64.08","7","1/20/2019","12:27","eWallet","448.56","22.4280","7.6"
"458-41-1477","C","Alexandria","Normal","Female","Health and beauty","46.26","6","3/8/2019","17:11","Credit card","277.56","13.8780","9.5"
"458-61-0011","B","Ismailia","Normal","Male","Food and beverages","60.30","4","2/20/2019","18:43","Cash","241.20","12.0600","5.8"
"459-45-2396","A","Cairo","Member","Female","Food and beverages","99.60","3","2/25/2019","18:45","Cash","298.80","14.9400","5.8"
"459-50-7686","A","Cairo","Normal","Female","Electronic accessories","23.46","6","1/13/2019","19:14","eWallet","140.76","7.0380","6.4"
"460-35-4390","A","Cairo","Normal","Male","Home and lifestyle","30.68","3","1/22/2019","11:00","eWallet","92.04","4.6020","9.1"
"460-93-5834","A","Cairo","Normal","Male","Sports and travel","45.58","7","1/13/2019","10:03","Cash","319.06","15.9530","5.0"
"462-67-9126","A","Cairo","Normal","Male","Home and lifestyle","73.22","6","1/21/2019","17:44","Cash","439.32","21.9660","7.2"
"462-78-5240","C","Alexandria","Normal","Female","Electronic accessories","26.61","2","3/19/2019","14:35","Cash","53.22","2.6610","4.2"
"466-61-5506","B","Ismailia","Member","Female","Electronic accessories","90.70","6","2/26/2019","10:52","Cash","544.20","27.2100","5.3"
"468-01-2051","B","Ismailia","Normal","Male","Food and beverages","62.08","7","3/6/2019","13:46","eWallet","434.56","21.7280","5.4"
"468-88-0009","A","Cairo","Member","Male","Home and lifestyle","65.94","4","3/24/2019","10:29","Cash","263.76","13.1880","6.0"
"468-99-7231","C","Alexandria","Normal","Female","Home and lifestyle","44.01","8","3/3/2019","17:36","Cash","352.08","17.6040","8.8"
"470-31-3286","B","Ismailia","Normal","Male","Health and beauty","14.82","3","3/1/2019","11:30","Credit card","44.46","2.2230","8.7"
"470-32-9057","A","Cairo","Member","Male","Food and beverages","51.34","5","3/28/2019","15:31","Credit card","256.70","12.8350","9.1"
"471-06-8611","C","Alexandria","Normal","Female","Food and beverages","52.42","1","2/6/2019","10:22","Credit card","52.42","2.6210","6.3"
"471-41-2823","C","Alexandria","Normal","Male","Food and beverages","99.79","2","3/7/2019","20:37","eWallet","199.58","9.9790","8.0"
"472-15-9636","A","Cairo","Normal","Male","Home and lifestyle","50.93","8","3/22/2019","19:36","eWallet","407.44","20.3720","9.2"
"474-33-8305","C","Alexandria","Member","Male","Fashion accessories","67.39","7","3/23/2019","13:23","eWallet","471.73","23.5865","6.9"
"477-24-6490","B","Ismailia","Normal","Female","Health and beauty","99.71","6","2/26/2019","16:52","eWallet","598.26","29.9130","7.9"
"477-59-2456","C","Alexandria","Normal","Female","Fashion accessories","45.44","7","1/23/2019","11:15","Cash","318.08","15.9040","9.2"
"478-06-7835","A","Cairo","Normal","Male","Fashion accessories","89.69","1","1/11/2019","11:20","eWallet","89.69","4.4845","4.9"
"479-26-8945","B","Ismailia","Member","Female","Sports and travel","16.49","2","2/5/2019","11:32","eWallet","32.98","1.6490","4.6"
"480-63-2856","C","Alexandria","Normal","Male","Food and beverages","19.25","8","1/23/2019","18:37","eWallet","154.00","7.7000","6.6"
"482-17-1179","A","Cairo","Member","Male","Electronic accessories","11.94","3","1/19/2019","12:47","Credit card","35.82","1.7910","8.1"
"483-71-1164","C","Alexandria","Normal","Female","Health and beauty","81.30","6","3/8/2019","16:43","eWallet","487.80","24.3900","5.3"
"484-22-8230","C","Alexandria","Member","Female","Fashion accessories","51.89","7","1/8/2019","20:08","Cash","363.23","18.1615","4.5"
"485-30-8700","A","Cairo","Normal","Female","Sports and travel","33.26","5","3/18/2019","16:10","Credit card","166.30","8.3150","4.2"
"487-79-6868","B","Ismailia","Member","Female","Home and lifestyle","12.29","9","3/26/2019","19:28","Credit card","110.61","5.5305","8.0"
"488-25-4221","C","Alexandria","Member","Female","Food and beverages","30.41","1","2/22/2019","10:36","Credit card","30.41","1.5205","8.4"
"489-64-4354","C","Alexandria","Normal","Male","Fashion accessories","16.28","1","3/9/2019","15:36","Cash","16.28","0.8140","5.0"
"489-82-1237","A","Cairo","Normal","Female","Electronic accessories","93.88","7","1/5/2019","11:51","Credit card","657.16","32.8580","7.3"
"490-29-1201","A","Cairo","Normal","Female","Sports and travel","15.34","1","1/6/2019","11:09","Cash","15.34","0.7670","6.5"
"490-95-0021","B","Ismailia","Member","Female","Food and beverages","33.21","10","1/8/2019","14:25","eWallet","332.10","16.6050","6.0"
"491-38-3499","A","Cairo","Member","Male","Fashion accessories","55.45","1","2/26/2019","17:46","Credit card","55.45","2.7725","4.9"
"493-65-6248","C","Alexandria","Member","Female","Sports and travel","36.98","10","1/1/2019","19:48","Credit card","369.80","18.4900","7.0"
"497-36-0989","A","Cairo","Normal","Male","Fashion accessories","51.94","3","2/15/2019","15:21","Cash","155.82","7.7910","7.9"
"497-37-6538","A","Cairo","Normal","Male","Sports and travel","58.91","7","1/17/2019","15:15","eWallet","412.37","20.6185","9.7"
"498-41-1961","B","Ismailia","Normal","Male","Health and beauty","66.68","5","2/20/2019","18:01","Cash","333.40","16.6700","7.6"
"499-27-7781","B","Ismailia","Normal","Female","Food and beverages","53.21","8","3/14/2019","16:45","eWallet","425.68","21.2840","5.0"
"500-02-2261","C","Alexandria","Normal","Female","Food and beverages","57.29","6","3/21/2019","17:04","eWallet","343.74","17.1870","5.9"
"501-61-1753","B","Ismailia","Normal","Female","Home and lifestyle","63.15","6","1/3/2019","20:24","eWallet","378.90","18.9450","9.8"
"502-05-1910","A","Cairo","Normal","Male","Health and beauty","65.18","3","2/25/2019","20:35","Credit card","195.54","9.7770","6.3"
"503-07-0930","C","Alexandria","Member","Male","Sports and travel","58.39","7","2/23/2019","19:49","Credit card","408.73","20.4365","8.2"
"503-21-4385","B","Ismailia","Member","Male","Health and beauty","39.91","3","2/21/2019","12:40","eWallet","119.73","5.9865","9.3"
"504-35-8843","A","Cairo","Normal","Male","Sports and travel","42.47","1","1/2/2019","16:57","Cash","42.47","2.1235","5.7"
"505-02-0892","B","Ismailia","Member","Male","Health and beauty","42.57","8","2/25/2019","14:12","eWallet","340.56","17.0280","5.6"
"509-10-0516","B","Ismailia","Normal","Male","Home and lifestyle","45.97","4","2/9/2019","12:02","eWallet","183.88","9.1940","5.1"
"509-29-3912","A","Cairo","Member","Female","Sports and travel","38.72","9","3/20/2019","12:24","eWallet","348.48","17.4240","4.2"
"510-09-5628","A","Cairo","Member","Female","Fashion accessories","19.66","10","3/15/2019","18:20","Credit card","196.60","9.8300","7.2"
"510-79-0415","B","Ismailia","Member","Female","Sports and travel","23.08","6","1/24/2019","19:20","eWallet","138.48","6.9240","4.9"
"510-95-6347","B","Ismailia","Member","Female","Food and beverages","48.52","3","3/5/2019","18:17","eWallet","145.56","7.2780","4.0"
"511-54-3087","B","Ismailia","Normal","Male","Sports and travel","88.45","1","2/25/2019","16:36","Credit card","88.45","4.4225","9.5"
"512-91-0811","C","Alexandria","Normal","Male","Health and beauty","89.75","1","2/6/2019","20:05","Credit card","89.75","4.4875","6.6"
"512-98-1403","A","Cairo","Member","Female","Electronic accessories","26.48","3","3/21/2019","10:40","eWallet","79.44","3.9720","4.7"
"514-37-2845","B","Ismailia","Normal","Male","Fashion accessories","99.25","2","3/20/2019","13:02","Cash","198.50","9.9250","9.0"
"516-77-6464","C","Alexandria","Member","Female","Health and beauty","10.16","5","2/24/2019","13:08","eWallet","50.80","2.5400","4.1"
"518-17-2983","A","Cairo","Normal","Female","Fashion accessories","48.63","4","2/4/2019","15:44","eWallet","194.52","9.7260","7.6"
"518-71-6847","B","Ismailia","Member","Male","Food and beverages","26.60","6","2/26/2019","15:10","eWallet","159.60","7.9800","4.9"
"521-18-7827","C","Alexandria","Member","Male","Home and lifestyle","39.39","5","1/22/2019","20:46","Credit card","196.95","9.8475","8.7"
"522-57-8364","A","Cairo","Member","Male","Fashion accessories","51.34","8","1/31/2019","10:00","eWallet","410.72","20.5360","7.6"
"523-38-0215","C","Alexandria","Normal","Male","Home and lifestyle","37.00","1","3/6/2019","13:29","Credit card","37.00","1.8500","7.9"
"525-09-8450","B","Ismailia","Normal","Male","Electronic accessories","72.13","10","1/31/2019","15:12","Credit card","721.30","36.0650","4.2"
"525-88-7307","B","Ismailia","Member","Male","Sports and travel","75.82","1","1/31/2019","13:19","Cash","75.82","3.7910","5.8"
"526-86-8552","C","Alexandria","Member","Female","Home and lifestyle","21.82","10","1/7/2019","17:36","Cash","218.20","10.9100","7.1"
"527-09-6272","A","Cairo","Member","Female","Electronic accessories","28.45","5","3/21/2019","10:17","Credit card","142.25","7.1125","9.1"
"528-14-9470","A","Cairo","Member","Male","Health and beauty","91.30","1","2/14/2019","14:42","eWallet","91.30","4.5650","9.2"
"528-87-5606","B","Ismailia","Member","Female","Electronic accessories","39.48","1","2/12/2019","19:43","Cash","39.48","1.9740","6.5"
"529-56-3974","B","Ismailia","Member","Male","Electronic accessories","25.51","4","3/9/2019","17:03","Cash","102.04","5.1020","6.8"
"530-90-9855","A","Cairo","Member","Male","Home and lifestyle","47.59","8","1/1/2019","14:47","Cash","380.72","19.0360","5.7"
"531-56-4728","A","Cairo","Normal","Male","Home and lifestyle","80.08","3","2/11/2019","15:29","Cash","240.24","12.0120","5.4"
"531-80-1784","A","Cairo","Normal","Male","Electronic accessories","26.02","7","3/28/2019","17:38","Cash","182.14","9.1070","5.1"
"532-59-7201","B","Ismailia","Member","Male","Sports and travel","79.93","6","1/31/2019","14:04","Cash","479.58","23.9790","5.5"
"533-33-5337","B","Ismailia","Normal","Male","Electronic accessories","79.39","10","2/7/2019","20:24","Cash","793.90","39.6950","6.2"
"533-66-5566","B","Ismailia","Normal","Female","Home and lifestyle","51.07","7","1/12/2019","11:42","Cash","357.49","17.8745","7.0"
"534-01-4457","A","Cairo","Normal","Male","Food and beverages","81.71","6","1/27/2019","14:36","Credit card","490.26","24.5130","8.0"
"534-53-3526","A","Cairo","Normal","Female","Sports and travel","94.76","4","2/11/2019","16:06","eWallet","379.04","18.9520","7.8"
"537-72-0426","C","Alexandria","Member","Male","Fashion accessories","70.99","10","3/20/2019","16:28","Cash","709.90","35.4950","5.7"
"538-22-0304","C","Alexandria","Normal","Male","Electronic accessories","64.95","10","3/24/2019","18:27","Cash","649.50","32.4750","5.2"
"539-21-7227","B","Ismailia","Normal","Female","Sports and travel","51.54","5","1/26/2019","17:45","Cash","257.70","12.8850","4.2"
"540-11-4336","A","Cairo","Normal","Male","Food and beverages","24.94","9","1/11/2019","16:49","Credit card","224.46","11.2230","5.6"
"541-08-3113","C","Alexandria","Normal","Male","Food and beverages","65.97","8","2/2/2019","20:29","Cash","527.76","26.3880","8.4"
"541-48-8554","A","Cairo","Normal","Male","Sports and travel","60.95","9","1/7/2019","12:08","Credit card","548.55","27.4275","6.0"
"541-89-9860","C","Alexandria","Member","Female","Fashion accessories","80.48","3","2/15/2019","12:31","Cash","241.44","12.0720","8.1"
"542-41-0513","B","Ismailia","Member","Female","Electronic accessories","57.49","4","3/15/2019","11:57","Cash","229.96","11.4980","6.6"
"544-32-5024","C","Alexandria","Member","Female","Food and beverages","49.79","4","3/28/2019","19:16","Credit card","199.16","9.9580","6.4"
"544-55-9589","B","Ismailia","Member","Female","Electronic accessories","21.43","10","1/28/2019","11:51","Cash","214.30","10.7150","6.2"
"545-07-8534","C","Alexandria","Normal","Female","Health and beauty","58.32","2","2/14/2019","12:42","eWallet","116.64","5.8320","6.0"
"545-46-3100","B","Ismailia","Member","Female","Electronic accessories","10.59","3","3/12/2019","13:52","Credit card","31.77","1.5885","8.7"
"546-80-2899","A","Cairo","Member","Male","Home and lifestyle","37.69","2","2/20/2019","15:29","eWallet","75.38","3.7690","9.5"
"548-46-9322","B","Ismailia","Normal","Male","Food and beverages","39.90","10","2/20/2019","15:24","Credit card","399.00","19.9500","5.9"
"548-48-3156","A","Cairo","Member","Female","Food and beverages","83.34","2","3/19/2019","13:37","Cash","166.68","8.3340","7.6"
"549-03-9315","B","Ismailia","Normal","Male","Fashion accessories","94.87","8","2/12/2019","12:58","eWallet","758.96","37.9480","8.7"
"549-23-9016","C","Alexandria","Member","Female","Food and beverages","14.87","2","2/13/2019","18:15","Credit card","29.74","1.4870","8.9"
"549-59-1358","A","Cairo","Member","Male","Sports and travel","88.63","3","3/2/2019","17:36","eWallet","265.89","13.2945","6.0"
"549-84-7482","B","Ismailia","Normal","Female","Sports and travel","90.28","9","2/8/2019","11:15","eWallet","812.52","40.6260","7.2"
"549-96-4200","C","Alexandria","Member","Male","Food and beverages","17.04","4","3/8/2019","20:15","eWallet","68.16","3.4080","7.0"
"550-84-8664","A","Cairo","Normal","Male","Sports and travel","85.91","5","3/22/2019","14:33","Credit card","429.55","21.4775","8.6"
"551-21-3069","C","Alexandria","Normal","Female","Electronic accessories","23.07","9","2/1/2019","11:27","Cash","207.63","10.3815","4.9"
"552-44-5977","B","Ismailia","Member","Male","Health and beauty","62.00","8","1/3/2019","19:08","Credit card","496.00","24.8000","6.2"
"554-42-2417","C","Alexandria","Normal","Female","Sports and travel","95.44","10","1/9/2019","13:45","Cash","954.40","47.7200","5.2"
"554-53-3790","B","Ismailia","Normal","Male","Sports and travel","37.02","6","3/22/2019","18:33","Cash","222.12","11.1060","4.5"
"554-53-8700","C","Alexandria","Member","Male","Home and lifestyle","56.11","2","2/2/2019","10:11","Cash","112.22","5.6110","6.3"
"556-41-6224","C","Alexandria","Normal","Male","Health and beauty","33.64","8","2/15/2019","17:10","Credit card","269.12","13.4560","9.3"
"556-72-8512","C","Alexandria","Normal","Male","Home and lifestyle","22.96","1","1/30/2019","20:47","Cash","22.96","1.1480","4.3"
"556-86-3144","C","Alexandria","Member","Female","Fashion accessories","74.29","1","1/13/2019","19:30","Cash","74.29","3.7145","5.0"
"556-97-7101","C","Alexandria","Normal","Female","Electronic accessories","63.22","2","1/1/2019","15:51","Cash","126.44","6.3220","8.5"
"558-60-5016","A","Cairo","Normal","Female","Home and lifestyle","33.30","9","3/4/2019","15:27","eWallet","299.70","14.9850","7.2"
"558-80-4082","C","Alexandria","Normal","Male","Electronic accessories","27.85","7","3/14/2019","17:20","eWallet","194.95","9.7475","6.0"
"559-61-5987","B","Ismailia","Normal","Female","Health and beauty","17.75","1","1/14/2019","10:38","Cash","17.75","0.8875","8.6"
"559-98-9873","A","Cairo","Member","Female","Fashion accessories","53.65","7","2/10/2019","12:56","eWallet","375.55","18.7775","5.2"
"560-30-5617","B","Ismailia","Normal","Female","Sports and travel","24.77","5","3/24/2019","18:27","Cash","123.85","6.1925","8.5"
"560-49-6611","A","Cairo","Member","Female","Sports and travel","45.58","1","2/7/2019","14:13","Cash","45.58","2.2790","9.8"
"562-12-5430","A","Cairo","Member","Female","Fashion accessories","88.15","3","1/18/2019","10:11","eWallet","264.45","13.2225","7.9"
"563-36-9814","A","Cairo","Member","Male","Electronic accessories","76.82","1","2/13/2019","18:27","eWallet","76.82","3.8410","7.2"
"563-47-4072","B","Ismailia","Normal","Female","Health and beauty","55.81","6","1/22/2019","11:52","Cash","334.86","16.7430","9.9"
"563-91-7120","A","Cairo","Normal","Female","Fashion accessories","61.77","5","3/8/2019","13:21","Cash","308.85","15.4425","6.7"
"565-17-3836","A","Cairo","Member","Female","Health and beauty","47.67","4","3/12/2019","14:21","Cash","190.68","9.5340","9.1"
"565-67-6697","B","Ismailia","Member","Male","Home and lifestyle","27.00","9","3/2/2019","14:16","Cash","243.00","12.1500","4.8"
"565-80-5980","C","Alexandria","Member","Female","Home and lifestyle","47.38","4","1/23/2019","10:25","Cash","189.52","9.4760","7.1"
"565-91-4567","B","Ismailia","Normal","Male","Health and beauty","10.75","8","3/15/2019","14:38","eWallet","86.00","4.3000","6.2"
"566-19-5475","B","Ismailia","Normal","Male","Fashion accessories","47.97","7","1/7/2019","20:52","Cash","335.79","16.7895","6.2"
"566-71-1091","A","Cairo","Normal","Male","Fashion accessories","77.02","5","2/3/2019","15:59","Cash","385.10","19.2550","5.5"
"568-88-3448","A","Cairo","Normal","Male","Health and beauty","25.00","1","3/3/2019","15:09","eWallet","25.00","1.2500","5.5"
"568-90-5112","C","Alexandria","Normal","Male","Health and beauty","66.14","4","3/19/2019","12:46","Credit card","264.56","13.2280","5.6"
"569-71-4390","B","Ismailia","Normal","Male","Sports and travel","21.87","2","1/25/2019","14:29","eWallet","43.74","2.1870","6.9"
"569-76-2760","A","Cairo","Member","Female","Sports and travel","22.01","4","1/29/2019","18:15","Credit card","88.04","4.4020","6.6"
"571-94-0759","B","Ismailia","Member","Female","Food and beverages","74.60","10","1/8/2019","20:55","Cash","746.00","37.3000","9.5"
"573-10-3877","B","Ismailia","Member","Male","Health and beauty","39.01","1","3/12/2019","16:46","Credit card","39.01","1.9505","4.7"
"573-58-9734","B","Ismailia","Normal","Female","Fashion accessories","30.37","3","3/28/2019","13:41","eWallet","91.11","4.5555","5.1"
"573-98-8548","C","Alexandria","Member","Female","Fashion accessories","31.90","1","1/5/2019","12:40","eWallet","31.90","1.5950","9.1"
"574-22-5561","C","Alexandria","Member","Female","Fashion accessories","82.63","10","3/19/2019","17:08","eWallet","826.30","41.3150","7.9"
"574-31-8277","B","Ismailia","Member","Male","Fashion accessories","33.63","1","3/20/2019","19:55","Cash","33.63","1.6815","5.6"
"574-57-9721","C","Alexandria","Normal","Male","Food and beverages","43.27","2","3/8/2019","16:53","eWallet","86.54","4.3270","5.7"
"574-80-1489","B","Ismailia","Member","Female","Food and beverages","62.85","4","2/25/2019","13:22","eWallet","251.40","12.5700","8.7"
"575-30-8091","A","Cairo","Normal","Male","Sports and travel","72.50","8","3/16/2019","19:25","eWallet","580.00","29.0000","9.2"
"575-67-1508","A","Cairo","Normal","Male","Electronic accessories","38.60","1","1/29/2019","11:26","eWallet","38.60","1.9300","6.7"
"576-31-4774","B","Ismailia","Normal","Female","Health and beauty","73.41","3","3/2/2019","13:10","eWallet","220.23","11.0115","4.0"
"577-34-7579","C","Alexandria","Member","Male","Food and beverages","50.49","9","1/10/2019","17:16","Cash","454.41","22.7205","5.4"
"578-80-7669","B","Ismailia","Normal","Male","Sports and travel","74.97","1","3/16/2019","16:58","Cash","74.97","3.7485","5.6"
"582-52-8065","B","Ismailia","Normal","Female","Fashion accessories","54.31","9","2/22/2019","10:49","Cash","488.79","24.4395","8.9"
"583-41-4548","C","Alexandria","Normal","Male","Home and lifestyle","16.67","7","2/7/2019","11:36","eWallet","116.69","5.8345","7.4"
"583-72-1480","C","Alexandria","Member","Male","Electronic accessories","37.06","4","1/31/2019","16:24","eWallet","148.24","7.4120","9.7"
"584-66-4073","C","Alexandria","Normal","Male","Fashion accessories","56.50","1","3/13/2019","15:45","eWallet","56.50","2.8250","9.6"
"584-86-7256","C","Alexandria","Member","Male","Sports and travel","34.56","7","3/11/2019","16:07","Credit card","241.92","12.0960","7.3"
"585-03-5943","B","Ismailia","Normal","Male","Health and beauty","18.11","10","3/13/2019","11:46","eWallet","181.10","9.0550","5.9"
"585-11-6748","B","Ismailia","Member","Male","Sports and travel","96.80","3","3/15/2019","13:05","Cash","290.40","14.5200","5.3"
"585-86-8361","A","Cairo","Normal","Female","Food and beverages","27.28","5","2/3/2019","10:31","Credit card","136.40","6.8200","8.6"
"585-90-0249","A","Cairo","Member","Male","Electronic accessories","73.26","1","1/27/2019","18:08","eWallet","73.26","3.6630","9.7"
"586-25-0848","A","Cairo","Normal","Female","Sports and travel","12.34","7","3/4/2019","11:19","Credit card","86.38","4.3190","6.7"
"587-03-7455","C","Alexandria","Member","Female","Fashion accessories","97.79","7","2/16/2019","17:30","eWallet","684.53","34.2265","4.9"
"587-73-4862","A","Cairo","Member","Female","Health and beauty","10.69","5","3/26/2019","11:07","eWallet","53.45","2.6725","7.6"
"588-01-7461","C","Alexandria","Normal","Female","Food and beverages","33.98","9","3/24/2019","10:43","Cash","305.82","15.2910","4.2"
"588-47-8641","A","Cairo","Member","Male","Fashion accessories","56.04","10","1/14/2019","19:30","eWallet","560.40","28.0200","4.4"
"589-02-8023","A","Cairo","Member","Male","Food and beverages","83.77","2","1/15/2019","10:54","Credit card","167.54","8.3770","7.0"
"590-83-4591","B","Ismailia","Member","Male","Electronic accessories","87.45","6","2/17/2019","14:40","Credit card","524.70","26.2350","8.8"
"592-34-6155","C","Alexandria","Normal","Male","Food and beverages","31.77","4","1/14/2019","14:43","eWallet","127.08","6.3540","6.2"
"592-46-1692","C","Alexandria","Member","Female","Food and beverages","36.77","7","1/11/2019","20:10","Cash","257.39","12.8695","7.4"
"593-08-5916","A","Cairo","Normal","Female","Fashion accessories","15.50","1","3/19/2019","15:23","Credit card","15.50","0.7750","7.4"
"593-14-4239","B","Ismailia","Normal","Female","Home and lifestyle","95.46","8","3/5/2019","19:40","eWallet","763.68","38.1840","4.7"
"593-65-1552","C","Alexandria","Normal","Female","Home and lifestyle","69.81","4","1/28/2019","20:50","Credit card","279.24","13.9620","5.9"
"593-95-4461","C","Alexandria","Member","Male","Home and lifestyle","74.86","1","3/24/2019","14:49","Cash","74.86","3.7430","6.9"
"594-34-4444","A","Cairo","Normal","Male","Electronic accessories","97.16","1","3/8/2019","20:38","eWallet","97.16","4.8580","7.2"
"595-11-5460","A","Cairo","Normal","Male","Health and beauty","96.58","2","3/15/2019","10:12","Credit card","193.16","9.6580","5.1"
"595-27-4851","A","Cairo","Normal","Female","Fashion accessories","54.28","7","1/27/2019","18:05","eWallet","379.96","18.9980","9.3"
"595-86-2894","C","Alexandria","Member","Male","Fashion accessories","96.98","4","2/6/2019","17:20","eWallet","387.92","19.3960","9.4"
"595-94-9924","A","Cairo","Member","Female","Health and beauty","27.73","5","3/26/2019","20:21","Credit card","138.65","6.9325","4.2"
"596-42-3999","B","Ismailia","Normal","Male","Food and beverages","18.22","7","3/10/2019","14:04","Credit card","127.54","6.3770","6.6"
"597-78-7908","C","Alexandria","Normal","Male","Fashion accessories","90.22","3","2/18/2019","19:39","Cash","270.66","13.5330","6.2"
"598-06-7312","B","Ismailia","Member","Male","Fashion accessories","91.35","1","2/16/2019","15:42","Cash","91.35","4.5675","6.8"
"598-47-9715","C","Alexandria","Normal","Male","Electronic accessories","84.07","4","3/7/2019","16:54","eWallet","336.28","16.8140","4.4"
"600-38-9738","C","Alexandria","Member","Male","Sports and travel","71.92","5","1/17/2019","15:05","Credit card","359.60","17.9800","4.3"
"602-16-6955","B","Ismailia","Normal","Female","Sports and travel","76.60","10","1/24/2019","18:10","eWallet","766.00","38.3000","6.0"
"602-80-9671","C","Alexandria","Member","Female","Home and lifestyle","15.95","6","2/9/2019","17:15","Credit card","95.70","4.7850","5.1"
"603-07-0961","C","Alexandria","Member","Male","Electronic accessories","74.79","5","1/10/2019","11:34","Cash","373.95","18.6975","4.9"
"604-70-6476","A","Cairo","Member","Male","Fashion accessories","17.94","5","1/23/2019","14:04","eWallet","89.70","4.4850","6.8"
"605-03-2706","A","Cairo","Normal","Female","Health and beauty","15.80","3","3/25/2019","18:02","Cash","47.40","2.3700","9.5"
"605-72-4132","C","Alexandria","Normal","Female","Food and beverages","94.47","8","2/27/2019","15:12","Cash","755.76","37.7880","9.1"
"605-83-1050","B","Ismailia","Normal","Male","Fashion accessories","27.18","2","3/15/2019","16:26","eWallet","54.36","2.7180","4.3"
"606-80-4905","C","Alexandria","Member","Female","Sports and travel","19.15","6","1/29/2019","10:01","Credit card","114.90","5.7450","6.8"
"607-65-2441","C","Alexandria","Member","Male","Health and beauty","81.95","10","3/10/2019","12:39","Credit card","819.50","40.9750","6.0"
"607-76-6216","C","Alexandria","Member","Female","Fashion accessories","92.49","5","3/2/2019","16:35","Credit card","462.45","23.1225","8.6"
"608-04-3797","B","Ismailia","Member","Female","Health and beauty","25.32","8","3/5/2019","20:24","eWallet","202.56","10.1280","8.7"
"608-05-3804","B","Ismailia","Member","Male","Electronic accessories","39.75","1","2/25/2019","20:19","Cash","39.75","1.9875","6.1"
"608-27-6295","B","Ismailia","Member","Male","Electronic accessories","52.89","6","1/19/2019","17:34","Credit card","317.34","15.8670","9.8"
"608-96-3517","B","Ismailia","Member","Female","Fashion accessories","91.54","4","3/23/2019","19:20","Credit card","366.16","18.3080","4.8"
"609-81-8548","A","Cairo","Member","Female","Home and lifestyle","37.44","6","2/6/2019","13:55","Credit card","224.64","11.2320","5.9"
"610-46-4100","A","Cairo","Normal","Male","Health and beauty","28.95","7","3/3/2019","20:31","Credit card","202.65","10.1325","6.0"
"612-36-5536","A","Cairo","Member","Male","Food and beverages","80.96","8","2/17/2019","11:12","Credit card","647.68","32.3840","7.4"
